actual.vars,Group_Base_Media_Price,Group_Base_MediaBreakDown_Price,Group_BaseBreakDown_MediaBreakDown_Price,Group_Modeller,Group_StackedBar,group,ref_points,agg_method,variable_display,isforecastable,brand/category_a,product/category_b,channel/category_c,platform/category_d,proposition/category_e,creative/category_f
m_ppc_fbased_post_cl,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_post_im,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_post_sp,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_pre_cl,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_pre_im,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_pre_sp,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_sp,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_cl,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_cov_cl,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_cov_im,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_cov_sp,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_im,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_post_cl,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_post_im,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_post_sp,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_pre_cl,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_pre_im,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_pre_sp,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_gen_sp,Media,Paid Search Generic,Paid Search Generic,Paid Search Generic,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_post_cl,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_post_im,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_post_sp,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_pre_cl,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_pre_im,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_pre_sp,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_tot_cl,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_tot_im,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_tot_sp,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_cov_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_cov_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_cov_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_cov_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_loc_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_loc_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_loc_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_loc_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_nat_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_nat_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_nat_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_nat_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_post_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_post_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_post_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_post_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_pre_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_pre_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_pre_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_pre_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_targ_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_targ_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_targ_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_targ_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_tot_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_tot_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_tot_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_tot_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_trig_cl,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_trig_opn,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_trig_sent,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_eml_nonfam_trig_sp,Media,Non Family Emails,Non Family Emails,Non Family Emails,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_15s_egrp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_15s_grp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_15s_sp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_cov_egrp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_cov_grp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_cov_sp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_post_egrp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_post_grp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_post_sp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_pre_egrp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_pre_grp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_pre_sp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_tot_egrp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_tot_grp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_tvspon_tot_sp,Media,TV Sponsorship,TV Sponsorship,TV Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_cat_dist_sp,Media,Catalog,Catalog,Catalog,Media,Media,none,Sum,Catalog,yes,na,na,na,na,na,na
m_cat_dist_vo,Media,Catalog,Catalog,Catalog,Media,Media,none,Sum,Catalog,yes,na,na,na,na,na,na
m_cat_prod_sp,Media,Catalog,Catalog,Catalog,Media,Media,none,Sum,Catalog,yes,na,na,na,na,na,na
m_cat_tot_sp,Media,Catalog,Catalog,Catalog,Media,Media,none,Sum,Catalog,yes,na,na,na,na,na,na
m_cat_tot_vo,Media,Catalog,Catalog,Catalog,Media,Media,none,Sum,Catalog,yes,na,na,na,na,na,na
fam_eml_cov_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_cov_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_cov_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_cov_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_loc_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_loc_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_loc_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_loc_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_nat_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_nat_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_nat_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_nat_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_post_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_post_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_post_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_post_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_pre_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_pre_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_pre_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_pre_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_targ_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_targ_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_targ_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_targ_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_tot_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_tot_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_tot_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_tot_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_trig_cl,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_trig_opn,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_trig_sent,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_eml_trig_sp,Media,Family Email,Family Email,Family Email,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_dm_sp,Media,Family DM,Family DM,Family DM,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
fam_dm_vol,Media,Family DM,Family DM,Family DM,Media,Media,none,Sum,Family,yes,na,na,na,na,na,na
org_fb_cl,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_comm,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_ctr,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_engr,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_im,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_int,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_reac,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_reach,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_shares,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_fb_vidv,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_comm,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_engr,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_im,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_int,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_likes,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_reach,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_save,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_inst_view,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_pin_click,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_pin_imp,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_pin_out_click,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
org_pin_sav,Base,Base,Organic Social,Organic Social,Organic Social,Organic Social,none,Sum,Organic Social,yes,na,na,na,na,na,na
seo_tot,Base,Base,SEO,SEO,Base,Base,none,Sum,SEO,yes,na,na,na,na,na,na
bh_blkfri,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_boxday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_canday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_civic,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_colday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_cybrmon,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_eastmon,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_eastsun,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_famday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_fthrday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_gdfri,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_hlwn,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_indday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_islndrday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_laborday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_memday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_mlkday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_mthrday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_nyday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_nyeve,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_presday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_rmbrday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_stpatsday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_thnksgiv,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_valday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_vicday,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_xms,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
bh_xmseve,Base,Base,National Holidays,National Holidays,Base,Base,none,Sum,National Holidays,yes,na,na,na,na,na,na
se_sprbwl,Base,Base,Sporting Events,Sporting Events,Sporting Events,Sporting Events,none,Sum,Sporting Events,yes,na,na,na,na,na,na
ww_prcp_tot,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_rain_tot,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_snw_tot,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_tmp_avg,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_tmp_avgclc,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_tmp_max,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
ww_tmp_min,Base,Base,Weather,Weather,Base,Base,none,Sum,Base,yes,na,na,na,na,na,na
x_cc,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_cc_3mma,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_cpi,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_dies_gasprice_all,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_dwjnes_close,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_dwjnes_high,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_dwjnes_low,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_dwjnes_open,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_ers,Base,Base,Ecommerce Expansion,Ecommerce Expansion,Ecommerce Expansion,Ecommerce Expansion,none,Sum,Macro,yes,na,na,na,na,na,na
x_gasprice_all,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_gasprice_conv,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_gasprice_refo,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_int_index,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_intrst_rte,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_adj_close,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_close,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_high,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_low,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_open,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nasdaq_vol,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_nhs,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_retail_hmefurn,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_rtl_index,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_adj_close,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_close,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_high,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_low,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_open,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_sp500_vol,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_unm_rte,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
x_xr,Base,Base,Macro,Macro,Macro,Macro,none,Sum,Macro,yes,na,na,na,na,na,na
wv_affil,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_dir,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_disp,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_email,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_org_search,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_oth,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_oth_adv,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_ppc,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_refer,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
wv_soc,Base,Base,Web Visits Source,Web Visits Source,Web Visits,Web Visits,none,Sum,Web Visits Source,yes,na,na,na,na,na,na
gt_armch,Base,Base,Google Trends,Google Trends,Google Trends,Google Trends,none,Sum,Google Trends,yes,na,na,na,na,na,na
